mon,pronunciation,pos,th
သေၚ်ပ္ဍီု,เซียงปะดาม,ว.,เป็นจริง
သေၚ်ပ္ဍီု,เซียงปะดาม,ว.,จริงแท้
သေၚ်ပ္ဍီု,เซียงปะดาม,ว.,แน่นอน
သေၚ်လေၚ်,เซียงเลียง,ว.,โดยแท้
သေၚ်လေၚ်,เซียงเลียง,ว.,แท้จริง
သေၚ်လေၚ်,เซียงเลียง,ว.,แน่นอน
သေဌဳ,เซที,น.,เศรษฐี
သေတ,เซตะ,ว.,ขาว
သေတ,เซตะ,ว.,เผือก
သေနၚ်ဂ,เซนังแกฺ.,น.,ร้อยเอก
သေနၚ်ဂ,เซนังแกฺ.,น.,นายกอง
သေနၚ်ဂ,เซนังแกฺ.,น.,ผู้กอง
သေနၚ်ဗျူဟ,เซนังแปฺ.ยฺูฮะ,ก.,สวนสนาม
သေနၚ်ဗျူဟ,เซนังแปฺ.ยฺูฮะ,ก.,แสดงแสนยานุภาพ
သေနၚ်ဗျူဟ,เซนังแปฺ.ยฺูฮะ,น.,กระบวนทัพ
သေနာ,เซนา,น.,เสนา
သေနာ,เซนา,น.,กองทัพ
သေနာတ်,เซนาด,น.,ปืน
သေနာပတိ,เซนาปะตอย.,น.,เสนาบดี
သေနာပတိ,เซนาปะตอย.,น.,แม่ทัพ
သေမ်,เซม,น.,ไทย သေံ ก็ว่า
သေဲသဴ,เซียซาว,ว.,เซ็งแซ่
သေဲသဴ,เซียซาว,ว.,เจี้ยวจ๊าว
သေဝ်နေ,เซเน,น.,ทนายความ
သေဝ်နေ,เซเน,น.,นักกฎหมาย
သေသာတ်,เซซาด,ว.,โดดเด่น
သေသာတ်,เซซาด,ว.,สุดยอด ต่าง ๆ นา ๆ
သေဟ်,เซ.ฮ,ว.,เหลือ
သေဟ်,เซ.ฮ,น.,ผักหนาม. သှ်ေ ก็ว่า
သေဟာန်,เซฮาน,น.,กระบวนติดตาม
သေဲ,เซีย,น.,เฟื้อง
သေဲ,เซีย,น.,มาตราเงิน
သော်,โซก,น.,ผม
သော်,โซก,น.,ขน
သော်က္ဍိုပ်,โซกกะดาบ,น.,ผมศีรษะ
သော်ကၞေၚ်,โซกกะเนียง,น.,ขนหน้าผาก
သော်ကေဟ်,โซกเก.ฮ,น.,ขนใบหน้า
သော်ဂၠောန်,โซกโกฺฺลน,น.,ผมเป็นพวงเป็นช่อเป็นกระจุก
သော်လမ်လေၚ်,โซกลฺอมเลีฺยง,น.,ขนเม่น
သော်လံၚ်,โซกลฺอง,น.,ผมขมวดเป็นปม
သော်လံၚ်,โซกลฺอง,น.,ผมจุก
သော်သ္ကဟ်,โซกซะกอ.ฮ,น.,ผมหงอก
သော်သ္ကံ,โซกซะกอ.ฮ,น.,ผมหงอก
သောကာ,เซากา,ว.,โศกา
သောကာ,เซากา,ว.,เศร้าโศก
သောၚ်ဂှ်,โซงกอ.ฮ,ว.,อย่างนั้น
သောၚ်ဂှ်,โซงกอ.ฮ,ว.,แบบนั้น
သောတာ,เซาตา,น.,หู
သောတာပန်,เซาตาปอน,น.,พระโสดาบัน
သောန်,โซน,ก.,หล่อ
သောန်,โซน,น.,กรอบ
သောမ,เซามะ,น.,เทวดาชื่อโสมะ
သောမနဟ်,เซาแมฺ.นฺอ.ฮ,ว.,โสมนัส
သောမနဟ်,เซาแมฺ.นฺอ.ฮ,ว.,ดีใจ
သောဲ,ซัว,ว.,ละเอียด
သောဲ,ซัว,ว.,ริ้ว ๆ
သောဲ,ซัว,ว.,ผอมบาง
သောဝ်,โซ,ก.,พุ่ง
သောဝ်,โซ,ก.,ซัด
သံက်,ซอก,ก.,ปอก
သံက်,ซอก,ก.,ลอก
သံက်,ซอก,ก.,ถลก
သံက်သၞာံ,ซอกซะนาม,ก.,ลอกคราบ
သံဃာဒိသေတ်,ซองแคฺ-าทิฺเซด,น.,อาบัติสังฆาทิเสส
သံဃာယန,ซังแคฺ-าแยฺ.แนฺ.,น.,การสังคายนา
သံဃာယန,ซังแคฺ-าแยฺ.แนฺ.,น.,การร้อยกรอง
သံၚ်,ซอง,น.,ละลอก
သံၚ်,ซอง,น.,คลื่น
သံယုတ္တနိကာဲ,ซองยฺุตตะนิกาย,น.,สังยุตตะนิกาย(ชื่อคัมภีร์พระสูตร)
သံယောဇိုန်,ซองโยฺวเจิฺน,น.,เครื่องผูกพันธ์
သံယောဇိုန်,ซองโยฺวเจิฺน,น.,เครื่องผูกรัด
သံယောဇိုန်,ซองโยฺวเจิฺน,น.,สังโยชน์
သံဝရ,ซองแวฺ.แรฺ.,น.,การสำรวม
သံဝရ,ซองแวฺ.แรฺ.,น.,ความสำรวม
သံဝရသဳ,ซองแวฺ.แรฺ.ซอย,น.,ศีลสังวร
သံဝရသဳ,ซองแวฺ.แรฺ.ซอย,น.,ความสำรวมในศีล
သံဝါသ,ซองแวฺ-าซะ,ก.,สังวาส
သံဝါသ,ซองแวฺ-าซะ,ก.,อยู่ร่วมกัน
သံဝေဂ,ซองเวฺ.แกฺ.,ก.,สังเวช
သံဝေဂ,ซองเวฺ.แกฺ.,ก.,สลดใจ
သံသာ,ซองซา,น.,สงสารวัฏ
သံသာ,ซองซา,น.,การเวียนว่ายตายเกิด
သံဟာရှ,ซองฮาระ,น.,การรวบรวม
သး,ซะฮ,ก.,คัดออกแต่ที่ดี ๆ เช่น คัดข้าวสาร
သး,ซะฮ,ก.,กระแทะ
သိုက်,ซิาก,ว.,มั่งมี
သိုက်,ซิาก,ว.,ร่ำรวย
သိုက်,ซิาก,น.,วันศุกร์
သိုက်ခမာ,ซิากคะมา,ว.,สุขุมารชาติ
သိုက်ခမာ,ซิากคะมา,ว.,บริสุทธิ์
သိုက်ဘိုက်,ซิากพฺิาก,ว.,มั่งคั่ง
သိုက်ဘိုက်,ซิากพฺิาก,ว.,ร่ำรวย
သိုက်သၠိၚ်,ซิากซะเลิญ,ว.,สุขสบาย
သိုက်သိုက်,ซิากซิาก,ว.,ค่อย ๆ
သိုက်သိုက်,ซิากซิาก,ว.,ช้า ๆ
သိုၚ်,ซิาง,น.,รู
သိုၚ်,ซิาง,น.,ช่อง
သိုၚ်,ซิาง,น.,โพรง
သိုၚ်,ซิาง,ก.,สร้าง
သိုၚ်စမုဟ်,ซิางจะมุฮ,น.,รูจมูก
သိုၚ်ဇြုံ,ซิางชฺุม,น.,รูงู
သိုၚ်ဇြုံ,ซิางชฺุม,น.,โพรงงู
သိုၚ်တကေတ်,ซิางตะเกด,น.,ทวารหนัก
သိုၚ်မုဟ်,ซิางมฺุฮ,น.,รูจมูก
သိုန်,ซอน,น.,บัณฑิต
သိုန်,ซอน,น.,ความรู้
သီု,ซาม,ว.,ด้วย
သီု,ซาม,ว.,พร้อม
သီု,ซาม,ว.,ทั้ง
သီုသီု,ซามซาม,ว.,สิ้นเชิง
သီုသီု,ซามซาม,ว.,ทั้งหมด
သီုသီု,ซามซาม,ว.,มากันเป็นผืด
သဵု,ซอ,น.,ที่พึ่ง
သဵု,ซอ,น.,ที่อาศัย
သဵု,ซอ,น.,สรณะ
သဵု,ซอ,น.,แกะ
သဵုကၟက်,ซอกะมัก,น.,แกะตัวผู้
သဵုပဵု,ซอปอ,น.,หนองในแผล
သဵုသမတ်,ซอซะมอด,น.,แกะรุ่น ๆ
သဵုၝောံ,ซอโบฺ.,น.,แกะตัวเมีย
သိုဟ်,ซอ.ฮ,ก.,ลวก
သိုဟ်,ซอ.ฮ,ก.,คลอก
သ္ၚဟ်,ฮอ.ฮ,ว.,เหม็นไหม้
သ္ၚာ,ซะงา,น.,จีวร
သ္ၚာကနေဟ်,ซะงากะเน.ฮ,น.,ผ้าพาด
သ္ၚာကနေဟ်,ซะงากะเน.ฮ,น.,สังฆาฏิ
သ္ၚာတ်,ซะงาด,ก.,ตื่นตกใจ
သ္ၚာတ်စိတ္တ,ซะงาดจิดตะ,ก.,ตื่นตระหนก
သ္ၚာတ်စိတ္တ,ซะงาดจิดตะ,ก.,ผวาในใจ
သ္ၚာတ်ဒမြဴ,ซะงามตฺอมแรฺ-า,ก.,ตกใจกลัว
သ္ၚာတ်ဒမြဴ,ซะงามตฺอมแรฺ-า,ก.,ขนลุกขนพอง
သ္ၚာဲ,ฮฺาย,ก.,เคี้ยว
သ္ၚိ,ฮอย.,น.,บ้าน
သ္ၚိကၟိန်,ฮอย.กะมิน,น.,ครอบครัว
သ္ၚိကၟိန်,ฮอย.กะมิน,น.,ผู้ครองเรือน
သ္ၚိကျာ,ฮอย.กฺยา,น.,เรือนรับแขก
သ္ၚိကျာ,ฮอย.กฺยา,น.,หอนั่งรับลม
သ္ၚိကၠၚ်ကမတ်,ฮอย.กฺลังกะมอด,น.,ดี
သ္ၚိကၠၚ်ကမတ်,ฮอย.กฺลังกะมอด,น.,ถุงน้ำดี
သ္ၚိကၠတ်,ฮอย.กฺลอด,น.,พระมณเฑียร
သ္ၚိကၠတ်,ฮอย.กฺลอด,น.,พระราชวัง
သ္ၚိကၠတ်နန်,ฮอย.กฺลอดนฺอน,น.,พระมณเฑียร
သ္ၚိကၠတ်နန်,ฮอย.กฺลอดนฺอน,น.,พระราชวัง
သ္ၚိကမ္မထာန်,ฮอย.กอมมะทาน,น.,แคร่ศพ
သ္ၚိဂြောဝ်,ฮอย.โกฺฺร,น.,โรงครัว
သ္ၚိဂြောဝ်,ฮอย.โกฺฺร,น.,เรือนครัว
သ္ၚိဂြောဝ်တမောမ်,ฮอย.โกฺฺรตะโมม,น.,ครัวหุงต้ม
သ္ၚိဂလာန်,ฮอย.แกฺ.ลฺาน,น.,ซุ้ม
သ္ၚိဂလာန်,ฮอย.แกฺ.ลฺาน,น.,ป้อมยาม
သ္ၚိစနံၚ်,ฮอย.จะนอง,น.,เชิงตะกอน
သ္ၚိစါတ်,ฮอย.จาด,น.,คุก
သ္ၚိစါတ်,ฮอย.จาด,น.,ตาราง
သ္ၚိဆီ,ฮอย.ชิม,น.,ปอด
သ္ၚိဆီ,ฮอย.ชิม,น.,รังโลหิต
သ္ၚိဇနူ,ฮอย.แจฺ.นฺู,น.,เรือนพัก
သ္ၚိဇနူ,ฮอย.แจฺ.นฺู,น.,เรือนอาศัย
သ္ၚိဇရုၚ်,ฮอย.แจฺ.เริฺง,น.,ห้องอบ
သ္ၚိဍာ်,ฮอย.ดาจ,น.,ห้องน้ำ
သ္ၚိဍာ်ပတ်သဴ,ฮอย.ปอดซาว,น.,ห้องปัสสาวะ
သ္ၚိတ်,ฮอจ,ว.,เงียบ
သ္ၚိတ်ဇြ,ฮอจแซฺ.,ว.,เงียบเชียบ
သ္ၚိတ်ဇြ,ฮอจแซฺ.,ว.,เงียบเหงา
သ္ၚိတနုၚ်ကြကတ်,ฮอย.ตะเนิงกฺระกอด,น.,ปราสาทราชวัง
သ္ၚိတနုၚ်ကြကတ်,ฮอย.ตะเนิงกฺระกอด,น.,พระราชมณเฑียร
သ္ၚိတ်သ္ၚဟ်,ฮอจฮอ.,ว.,เงียบเชียบ
သ္ၚိတ်သ္ၚာဲ,ฮอจฮาย,ว.,เงียบสงัด
သ္ၚိတ်သ္ၚာဲ,ฮอจฮาย,ว.,นิ่งเฉย
သ္ၚိတ်သ္ၚောဲ,ฮอจฮัว,ว.,เงียบเหงา
သ္ၚိတဟ်,ฮอย.ตอ.ฮ,น.,เต้านม
သ္ၚိတဟ်,ฮอย.ตอ.ฮ,น.,รางนม
သ္ၚိထာန်,ฮอย.ทาน,น.,บ้านเรือน
သ္ၚိထာန်,ฮอย.ทาน,น.,บ้านช่อง
သ္ၚိပတိုဟ်,ฮอย.ปะตอ.ฮ,น.,น้ำหนอง
သ္ၚိပၞောန်,ฮอย.ปะโนน,น.,รางบรรทัด
သ္ၚိပၞောန်,ฮอย.ปะโนน,น.,เต๊า
သ္ၚိပမတ်,ฮอย.ปะมอด,น.,เรือนไฟ
သ္ၚိပမတ်,ฮอย.ปะมอด,น.,โคม
သ္ၚိပမတ်,ฮอย.ปะมอด,น.,ตะเกียง
သ္ၚိပမတ်,ฮอย.ปะมอด,น.,ชื่อโรคอยู่ไฟไม่ได้
သ္ၚိဗြဴမိန်,ฮอย.แปฺฺร-ามิฺน,น.,สำนักแม่ชี
သ္ၚိဗွဝ်ဒြပ်,ฮอย.แปฺ.วฺอตฺฺรอบ,น.,เรือนคลัง
သ္ၚိဗွဝ်ဒြပ်,ฮอย.แปฺ.วฺอตฺฺรอบ,น.,ลูกอันฑะ
သ္ၚိဗဴ,ฮอย.แปฺ-า,น.,ศาลจ้าว
သ္ၚိဗဴဇု,ฮอย.แปฺ-าจฺุ,น.,ศาลจ้าวพ่อ
သ္ၚိမှၚ်,ฮอย.มัง,น.,รางหมึก
သ္ၚိမှၚ်,ฮอย.มัง,น.,ขวดหมึก
သ္ၚိလ္ၚု,ฮอย.แลฺ.งฺุ,น.,สถานที่ปลี่ยว
သ္ၚိဝတ်,ฮอย.วฺอด,น.,ส้วม
သ္ၚိဝတ်,ฮอย.วฺอด,น.,เว็จกุฏี
သ္ၚိသမုၚ်,ฮอย.ซะเมิง,น.,ร้านขายเหล้า
သ္ၚိသမုၚ်,ฮอย.ซะเมิง,น.,โรงเตี๊ยม
သ္ၚိသြောက်,ฮอย.โซก,น.,บ้านในตรอก
သ္ၚိသြောက်,ฮอย.โซก,น.,บ้านในซอย
သ္ၚိသဝ်,ฮอย.ซอ,น.,วันเสาร์
သ္ၚိသအ်,ฮอย.ซอ.,น.,แม่กุญแจ
သ္ၚိသာဲ,ฮอย.ซาย,น.,รวงผึ้ง
သ္ၚိသာသနာ,ฮอย.ซาซะนา,น.,สำนักหมอสอนศาสนา
သ္ၚဳ,ซะงอย,ว.,สงบ
သ္ၚဳ,ซะงอย,ว.,เฉย
သ္ၚဳ,ซะงอย,ว.,นิ่ง
သ္ၚဳဂၠိပ်,ซะงอยกฺฺลิบ,ว.,เพ่งดู
သ္ၚဳဂၠိပ်,ซะงอยกฺฺลิบ,ว.,มองดู
သ္ၚဳမွဲ,ซะงอยมัฺว,ก.,มองดู
သ္ၚဳမွဲ,ซะงอยมัฺว,ก.,เพ่งดู
သ္ၚဳလလံ,ซะงอยแลฺ.ลฺอม,ก.,สงบระงับ
သ္ၚဳလၜဲ,ซะงอยแลฺ.บัว,ก.,เพ่งดู
သ္ၚဳလၜဲ,ซะงอยแลฺ.บัว,ก.,มองดู
သ္ၚု,เฮา.,น.,ข้าวสาร
သ္ၚုစရး,เฮา.จะระฮ,น.,ข้าวสารเป็นตัว
သ္ၚေက်,เฮียก,ว.,ไหม้เกรียม
သ္ၚေဝ်,เฮ,ก.,ดู
သ္ၚေဝ်,เฮ,ก.,มองค้อน
သ္ၚေဝ်,เฮ,ก.,ชำเลือง
သ္ၚေဝ်,เฮ,ก.,เพ่ง
သ္ၚောံ,ซะโงม,ว.,ระลึกถึงด้วยความเสียดาย
သ္ၚောံ,ซะโงม,ว.,เสียดาย
သ္ဍက်,ซะดัก,ก.,ไอ
သ္ဍတ်,ซะดอด,น.,เป็นตุ่ม
သ္ဍတ်,ซะดอด,น.,เป็นเม็ดตามตัว
သ္ဍဝ်,ซะดอ,น.,เรือบด
သ္ဍဝ်,ซะดอ,น.,เรือขุดขนาดเล็ก
သ္ဍာ,ซะดา,ว.,ตื้น
သ္ဍာံ,ซะดาม,ว.,จริง
သ္ဍာံ,ซะดาม,ว.,แท้
သ္ဍာံ,ซะดาม,ก.,ย้ำ
သ္ဍာံ,ซะดาม,ก.,ยืนยัน
သ္ဍာံပြ,ซะดามปฺระ,ว.,แท้
သ္ဍာံပြ,ซะดามปฺระ,ว.,แน่นอน
သ္ဍာံပြ,ซะดามปฺระ,ว.,จริงแท้
သ္ဍာံသၟတ်,ซะดามซะมอด,ว.,จริง
သ္ဍာံသၟတ်,ซะดามซะมอด,ว.,แท้
သ္ဍာံသၟတ်,ซะดามซะมอด,ว.,แน่นอน
သ္ဍိဂြၚ်,ซะดิแกฺฺรง,น.,นักแซงแซว
သ္ဍိၚ်,ซะเดิญ,ก.,สะดุด
သ္ဍဳ,ซะดอย,น.,ฟูกบาง ๆ
သ္ဍဳ,ซะดอย,น.,ผ้ารองนอน
သ္ဍဳသၞာ,ซะดอยซะนา,น.,ที่รองนั่ง
သ္ဍဳသၞာ,ซะดอยซะนา,น.,อาสนะ
သ္ဍဲသဳ,ซะดัวซอย,น.,เดือนเก้าทางจันทรคติ
သ္ဍဴ,ซะดาว,น.,ตะเกียง
သ္ဍဴ,ซะดาว,น.,โคมไฟ
သ္ဍဴ,ซะดาว,น.,แสงสว่าง
သ္ဍဴနန်,ซะดาวนฺอน,น.,แสงสว่างของพระราชนิเวศ
သ္ဍဴလိုက်ဗါ,ซะดาวลิฺากแปฺ-า,น.,ผู้เป็นแสงสว่างของโลก
သ္ဍဴလိုက်ဗါ,ซะดาวลิฺากแปฺ-า,น.,พระพุทธเจ้า
သ္ဍံၚ်,ซะดอง,ก.,ติดตาม
သ္ဍံၚ်,ซะดอง,ก.,สะกดรอย
သ္ဍံၚ်ဗက်,ซะดองแปฺก,ก.,ติดตาม
သ္ဍံၚ်ဗက်,ซะดองแปฺก,ก.,สะกดรอยตาม
သ္ဍး,ซะดะฮ,ก.,หยุด(ฝน)
သ္ဍး,ซะดะฮ,ก.,ละ
သ္ဍး,ซะดะฮ,ก.,จาก
သ္ဍးဖရာဲ,ซะดะพะราย,ก.,จากกัน
သ္ဍးဖရာဲ,ซะดะพะราย,ก.,แยกกัน
သ္ဍးသြာဲ,ซะดะซาย,ก.,จากกัน
သ္ဍးသြာဲ,ซะดะซาย,ก.,แยกกัน
သ္ဍးသြာဲ,ซะดะซาย,ก.,พลัดพรากจาก
သ္ဍိုက်,ซะดิาก,ก.,รัก
သ္ဍိုက်,ซะดิาก,ก.,ชอบใจ
သ္ဍိုက်ဆာန်,ซะดิากชาน,ก.,รักใคร่
သ္ဍိုက်ဆာန်,ซะดิากชาน,ก.,ชอบพอ
သ္ဍိုက်ဗရိုက်,ซะดิากแปฺ.ริฺาก,ก.,ดูหมิ่น
သ္ဍိုက်ဗရိုက်,ซะดิากแปฺ.ริฺาก,ก.,ดูแคลน
သ္ဍိုက်ဗရိုက်,ซะดิากแปฺ.ริฺาก,ก.,ข่ม
သ္ဍိုက်မၠိုက်,ซะดิากแมฺ.ลิฺาก,ก.,รักใคร่
သ္ဍိုက်မၠိုက်,ซะดิากแมฺ.ลิฺาก,ก.,ชอบพอ
သ္ဍိုက်မၠိုက်,ซะดิากแมฺ.ลิฺาก,ก.,หลงใหล
သ္ဍိုၚ်,ซะดิาง,ก.,ยกขึ้น(เล็ง)
သ္ဍိုၚ်,ซะดิาง,ก.,โยนขึ้น
သ္ဍိုၚ်,ซะดิาง,ว.,หนวก
သ္ဍိုတ်,ซะดอด,ก.,ทำให้ละเอียด
သ္ဍိုတ်,ซะดอด,ก.,ป่น
သ္ဍိုတ်,ซะดอด,ก.,บด
သ္ဍိုတ်ခၠဳ,ซะดอดคฺลอย,ว.,ละเอียดมาก
သ္ဍိုတ်ခၠဳ,ซะดอดคฺลอย,ว.,ละเอียดจนเป็นผง
သ္ဍိုပ်သက,ซะดาบซะกะ,ก.,ตั้งไว้
သ္ဍိုပ်သက,ซะดาบซะกะ,ก.,ช่วยเหลือ
သ္ဍိုပ်သက,ซะดาบซะกะ,ก.,เลี้ยงดู
သ္ဍိုပ်သက,ซะดาบซะกะ,ก.,พยุง
သ္ဍိုပ်သက,ซะดาบซะกะ,ก.,ค้ำชู
သ္ဍိုပ်သက,ซะดาบซะกะ,ก.,อุดหนุน
သ္ဍိုဟ်,ซะดอ.ฮ,ว.,ฉลาด
သ္ဍိုဟ်,ซะดอ.ฮ,ก.,กรอง
သၞ,ซะนะ,น.,ศัตรู
သၞ,ซะนะ,น.,ข้าศึก
သၞကြိက်,ซะนะกฺริจ,น.,ปุยนุ่น
သၞဒမျိုၚ်,ซะนะตฺอมยิฺาง,น.,กระรอกสีดำ
သၞက်,ซะนัก,ก.,แต่งงาน
သၞက်,ซะนัก,ก.,วิวาห์
သၞက်ကြကတ်,ซะนักกฺระกอด,ก.,แต่งงาน
သၞက်ကြကတ်,ซะนักกฺระกอด,ก.,วิวาห์
သၞက်ပရောဲ,ซะนักปะรัว,ก.,แต่งงาน
သၞက်ပရောဲ,ซะนักปะรัว,ก.,วิวาห์
သၞတ်,ซะนอด,น.,ขนาด
သၞတ်,ซะนอด,น.,เครื่องวัด
သၞတ်ဗၜတ်,ซะนอดแปฺ.บอด,น.,ขนาด
သၞတ်ဗၜတ်,ซะนอดแปฺ.บอด,น.,เครื่องวัด
သၞန်,,,ดู  ပၞောန်
သၞာ,ซะนา,น.,เสื่อลำแพน
သၞာ,ซะนา,น.,ที่รองนั่ง
သၞာ,ซะนา,น.,อาสนะ
သၞာ်,ซะนาจ,น.,พระขรรค์
သၞာ်ရတ်,ซะนาจรฺอด,น.,พระขรรค์แก้ว
သၞာစးချေံ,ซะนาจะฮเคฺย.ฮ,น.,อานม้า
သၞာတ်,ซะนาด,ว.,แอ่น
သၞာတ်,ซะนาด,น.,ขนาด(เครื่องมือวิดน้ำ)
သၞာတဲ,ซะนาตัว,น.,ผ้ารองมือ
သၞာတဲ,ซะนาตัว,น.,ที่รองมือ
သၞာနိသိဒိုန်,ซะนานิฺซอยเติฺน,น.,อาสนะ
သၞာနိသိဒိုန်,ซะนานิฺซอยเติฺน,น.,ที่รองนั่ง
သၞာံ,ซะนาม,น.,ปี
သၞာံအာ,ซะนามอา,น.,ปีกลาย
သၞာံအာ,ซะนามอา,น.,ที่ที่แล้ว
သၞာဲ,ซะนาย,น.,เดือย
သၞာဲ,ซะนาย,น.,ลิ่ม
သၞာဲ,ซะนาย,น.,สลัก
သၞာဲကနံၚ်,ซะนายกะนอง,น.,ปิ่นปักผม
သၞာဲခနံၚ်,ซะนายคะนอง,น.,ปิ่นปักผม
သၞာဲသၞံၚ်,ซะนายซะนอง,น.,ปิ่นปักผม
သၞိက်,ซะเนิจ,ก.,ถีบ
သၞိက်,ซะเนิจ,น.,รำข้าว
သၞိၚ်,ซะเนิญ,น.,เงา
သၞိၚ်,ซะเนิญ,น.,ร่มเงา
သၞိၚ်ဇကု,ซะเนิญแจฺ.เกา.,น.,เงาตัว
သၞိၚ်ဇကု,ซะเนิญแจฺ.เกา.,น.,อวัยวะเพศ
သၞဳ,ซะนอย,ก.,หก
သၞုက်ဍာ်,ซะเนิกดาจ,น.,ผ้าอาบน้ำฝนของพระสงฆ์
သၞုဲ,ซะนุย,ก.,ตก
သၞုဲ,ซะนุย,ก.,ทิ้ง
သၞုဲ,ซะนุย,ก.,หก
သၞုဲ,ซะนุย,ก.,หยด
သၞုဲကၠောံ,ซะนุยโกฺล.,ก.,หกใส่
သၞုဲကၠောံ,ซะนุยโกฺล.,ก.,หยดใส่
သၞုဲကၠောံ,ซะนุยโกฺล.,ก.,ตกใส่
သၞူ,ซะเนา,ก.,ปน
သၞူ,ซะเนา,ก.,คละเคล้า
သၞူ,ซะเนา,ก.,ปะปน
သၞူ,ซะเนา,น.,การตวง
သၞူ,ซะเนา,ก.,ตวง
သၞေက်,ซะเนียก,น.,ตุ้มหู
သၞေက်ဒကှ်,ซะเนียกแตฺ.กอ.ฮ,น.,ตุ้มหูกลีบบัว
သၞေက်သၠဒကေဝ်,ซะเนียกซะละแตฺ.เก,น.,ตุ้มหูลูกตุ้มตาชั่ง
သၞေၚ်,ซะเนียง,น.,ปีก
သၞေၚ်ကမ်,ซะเนียกกอม,น.,หางลูกศร
သၞေၚ်ကမ်,ซะเนียกกอม,น.,หางลูกหน้าไม้
သၞေၚ်လဴ,ซะเนียงแลฺ-า,น.,หางลูกศร
သၞေၚ်လဴ,ซะเนียงแลฺ-า,น.,หางลูกหน้าไม้
သၞေဍာ်သ္ၚု,ซะเนดาจเฮา.,น.,ผักดอง
သၞေန်,ซะเนน,ก.,ติดพัน
သၞေန်,ซะเนน,ก.,จดจ่อ
သၞေန်,ซะเนน,ก.,เกาะติด
သၞေန်,ซะเนน,ก.,ยึดติด
သၞေန်စပ်,ซะเนนจอบ,ก.,ติดพัน
သၞေန်စပ်,ซะเนนจอบ,ก.,จอจ่อ
သၞေန်စပ်,ซะเนนจอบ,ก.,เกาะติด
သၞေန်စပ်,ซะเนนจอบ,ก.,ยึดติด
သၞေပ်,ซะเนบ,น.,กีบ
သၞေမ်,ซะเนม,น.,เล็บ. သၞေံ ก็ว่า
သၞေံဇိုၚ်,ซะเนมจิฺาง,น.,เล็บเท้า
သၞေံတဲ,ซะเนมตัว,น.,เล็บมือ
သၞေံသနဴ,ซะเนมซะนาว,ก.,พูดปลอบโยน
သၞေံသနဴ,ซะเนมซะนาว,ก.,ปลอบประโลม
သၞေဝ်,ซะเน,น.,ผัก
သၞေဝ်,ซะเน,น.,ท้าย(เรือ)
သၞေဝ်,ซะเน,น.,ผัก
သၞေဝ်,ซะเน,น.,ท้าย(เรือ)
သၞေဟ်,ซะเน.ฮ,น.,ท่า
သၞေဟ်,ซะเน.ฮ,น.,สถานที่จอด
သၞေဟ်က္ၜၚ်,ซะเน.ฮกะบัง,น.,ท่าเรือ
သၞေဟ်ဍာ်,ซะเน.ฮดาจ,น.,ท่าน้ำ
သၞေဟ်ပဝေၚ်,ซะเน.ฮปะวอญ,น.,สนามการละเล่น
သၞေဟ်ပဝေၚ်,ซะเน.ฮปะวอญ,น.,ลานการละเล่น
သၞေဟ်သၚ်,ซะเน.ฮซัง,น.,ตลิ่ง
သၞေဟ်သၚ်,ซะเน.ฮซัง,น.,ที่พึ่ง
သၞော်,ซะโนก,ก.,คัน
သၞော်,ซะโนก,น.,เปลือก
သၞောတ်,ซะโนด,น.,สัดส่วน
သၞောတ်,ซะโนด,น.,แบบอย่าง
သၞောတ်,ซะโนด,น.,ขนาด
သၞောတ်,ซะโนด,น.,กฎ
သၞောတ်,ซะโนด,น.,ระเบียบ
သၞောတ်,ซะโนด,น.,ข้อบังคับ
သၞောတ်ဗၜတ်,ซะโนดแปฺ.บอด,น.,สัดส่วน
သၞောတ်ဗၜတ်,ซะโนดแปฺ.บอด,น.,แบบอย่าง
သၞောတ်ဗၜတ်,ซะโนดแปฺ.บอด,น.,ขนาด
သၞောဲ,ซะนัว,ว.,หวง
သၞောဲ,ซะนัว,น.,ลางสังหรณ์
သၞောဝ်,ซะโน,น.,กฏหมาย
သၞောဝ်,ซะโน,น.,ข้อบังคับ
သၞောဝ်,ซะโน,น.,กลอน
သၞောဝ်,ซะโน,น.,ไม้ขัดหม้อ
သၞောဝ်ဂၠံၚ်,ซะโนกฺฺลอง,น.,ทำนองคลองธรรม
သၞောဝ်ဂၠံၚ်,ซะโนกฺฺลอง,น.,แบบอย่างที่ดี
သၞဴ,ซะนาว,ก.,ปน
သၞဴ,ซะนาว,ก.,ผสม
သၞဴ,ซะนาว,ก.,เคล้า
သၞဴရဴ,ซะนาวแรฺ-า,ว.,ปะปน
သၞဴရဴ,ซะนาวแรฺ-า,ว.,คลุกเคล้า
သၞဴရဴ,ซะนาวแรฺ-า,ว.,ปนเป
သၞံက်,ซะนอก,น.,เปลือก
သၞံၚ်,ซะนอง,น.,ดาว
သၞံၚ်ကရောဲ,ซะนองกะรัว,น.,ดาวลูกข่าง
သၞံၚ်ကောန်စါၚ်,ซะนองโกนจาญ,น.,ดาวลูกไก่
သၞံၚ်ကောန်သၟိၚ်ဒလိၚ်ဍာ်,ซะนองโกนซะเมิญแตฺ.เลิฺญดาจ,น.,ดาวลูกขุนขนน้ำ
သၞံၚ်ကောန်သၟိၚ်ဒလိၚ်ဍာ်,ซะนองโกนซะเมิญแตฺ.เลิฺญดาจ,น.,ดาวไถ
သၞံၚ်ဂြုဲ,ซะนองกฺฺรุย,น.,สะเก็ดดาว
